date,symbol,quantity,market_price
2020-04-07 00:00:00,600986.SH,5100.0,3.8927
2020-04-07 00:00:00,601008.SH,6100.0,3.2283
2020-04-07 00:00:00,601011.SH,5900.0,3.38
2020-04-07 00:00:00,601949.SH,4200.0,4.6589
2020-04-07 00:00:00,603698.SH,1800.0,10.5406
2020-04-07 00:00:00,603995.SH,1600.0,12.1518
2020-04-07 00:00:00,688066.SH,600.0,32.1906
2020-04-07 00:00:00,688366.SH,300.0,51.7957
2020-04-28 00:00:00,002445.SZ,28700.0,1.58
2020-05-07 00:00:00,600185.SH,8500.0,5.2495
2020-05-12 00:00:00,600238.SH,4600.0,4.28
2020-05-28 00:00:00,600895.SH,2900.0,15.0221
2020-06-04 00:00:00,600986.SH,9200.0,4.846
2020-06-10 00:00:00,600238.SH,8300.0,5.39
2020-06-15 00:00:00,688066.SH,1100.0,38.2991
2020-06-17 00:00:00,601011.SH,10900.0,3.9632
2020-06-24 00:00:00,603995.SH,2900.0,14.9086
2020-07-07 00:00:00,600533.SH,12200.0,3.5687
2020-07-10 00:00:00,600151.SH,8300.0,5.26
2020-07-10 00:00:00,688366.SH,500.0,79.5413
2020-07-14 00:00:00,600841.SH,5500.0,8.0411
2020-07-14 00:00:00,603663.SH,7600.0,5.9026
2020-07-15 00:00:00,600691.SH,19500.0,2.21
2020-07-16 00:00:00,002033.SZ,7900.0,5.4054
2020-07-23 00:00:00,002575.SZ,5100.0,3.91
2020-07-24 00:00:00,600435.SH,4800.0,8.7559
2020-07-28 00:00:00,002287.SZ,1800.0,24.5489
2020-08-04 00:00:00,002575.SZ,9200.0,4.85
2020-08-11 00:00:00,600099.SH,5900.0,7.2283
2020-08-18 00:00:00,600217.SH,7000.0,6.221
2020-08-18 00:00:00,603698.SH,3300.0,12.866
2020-09-11 00:00:00,688081.SH,700.0,27.5029
2020-09-11 00:00:00,688360.SH,1300.0,14.656
2020-09-25 00:00:00,600505.SH,2400.0,8.2547
2020-09-25 00:00:00,603790.SH,1600.0,12.3141
2020-09-25 00:00:00,688050.SH,100.0,113.9277
2020-12-03 00:00:00,601949.SH,7700.0,5.6474
2021-02-09 00:00:00,002569.SZ,2400.0,8.1
2021-02-09 00:00:00,002659.SZ,5100.0,3.85
2021-02-09 00:00:00,002678.SZ,3200.0,6.1888
2021-02-09 00:00:00,300181.SZ,4000.0,4.9032
2021-02-09 00:00:00,300542.SZ,1800.0,10.8796
2021-02-09 00:00:00,300588.SZ,3000.0,6.49
2021-02-09 00:00:00,300717.SZ,1600.0,12.2835
2021-02-09 00:00:00,600135.SH,3600.0,5.5069
2021-02-09 00:00:00,600617.SH,7800.0,2.5535
2021-02-09 00:00:00,603022.SH,2300.0,8.5328
2021-02-09 00:00:00,603093.SH,2000.0,9.6663
2021-02-09 00:00:00,603825.SH,1500.0,12.9827
2021-02-09 00:00:00,603895.SH,1300.0,14.4095
2021-02-18 00:00:00,600098.SH,4400.0,4.5406
2021-02-18 00:00:00,600506.SH,3600.0,5.4152
2021-02-18 00:00:00,600628.SH,2500.0,7.8183
2021-02-18 00:00:00,600684.SH,7100.0,2.79
2021-02-18 00:00:00,600956.SH,2900.0,6.6978
2021-02-18 00:00:00,601086.SH,6900.0,2.8966
2021-02-18 00:00:00,603066.SH,2700.0,7.1452
2021-02-18 00:00:00,603320.SH,2200.0,9.0055
2021-02-18 00:00:00,603331.SH,2500.0,7.9056
2021-02-18 00:00:00,603383.SH,900.0,20.4414
2021-02-18 00:00:00,603616.SH,4000.0,4.8839
2021-02-18 00:00:00,688011.SH,400.0,42.033
2021-02-18 00:00:00,688106.SH,800.0,23.0385
2021-02-18 00:00:00,688518.SH,1600.0,11.9829
2021-03-09 00:00:00,300588.SZ,5400.0,8.05
2021-03-12 00:00:00,603022.SH,4100.0,10.8828
2021-03-15 00:00:00,300181.SZ,7400.0,5.8495
2021-03-15 00:00:00,600231.SH,17100.0,2.644
2021-03-31 00:00:00,601086.SH,12300.0,3.6593
2021-04-01 00:00:00,603616.SH,7100.0,6.349
2021-04-16 00:00:00,600506.SH,6900.0,5.9682
2021-04-16 00:00:00,603331.SH,4500.0,9.6344
2021-04-19 00:00:00,603320.SH,4000.0,10.7649
2021-04-20 00:00:00,603825.SH,2700.0,16.6062
2021-05-13 00:00:00,688050.SH,200.0,151.5174
2021-05-18 00:00:00,603895.SH,2400.0,17.9545
2021-06-01 00:00:00,300717.SZ,2900.0,14.8461
2021-06-04 00:00:00,688518.SH,3000.0,14.1433
2021-06-09 00:00:00,300542.SZ,3100.0,15.0907
2021-07-12 00:00:00,600135.SH,6500.0,6.7152
2021-07-23 00:00:00,688106.SH,1500.0,28.0476
2021-07-29 00:00:00,002678.SZ,5600.0,8.1018
2021-08-16 00:00:00,600617.SH,14200.0,3.1217
2021-08-19 00:00:00,600098.SH,8000.0,5.546
2021-08-26 00:00:00,600758.SH,10900.0,3.982
2021-09-07 00:00:00,603383.SH,1700.0,24.7343
2021-09-16 00:00:00,603066.SH,5000.0,8.4287
2021-10-14 00:00:00,300594.SZ,1000.0,18.7507
2021-10-14 00:00:00,300838.SZ,1200.0,15.7293
2021-10-14 00:00:00,300909.SZ,700.0,28.1272
2021-10-14 00:00:00,300945.SZ,1000.0,19.051
2021-10-14 00:00:00,300978.SZ,1300.0,15.1659
2021-10-14 00:00:00,301013.SZ,1300.0,15.3286
2021-10-14 00:00:00,301025.SZ,1100.0,17.3994
2021-10-14 00:00:00,600834.SH,2000.0,9.8518
2021-10-14 00:00:00,601921.SH,2400.0,8.0708
2021-10-14 00:00:00,603700.SH,1100.0,16.7532
2021-10-14 00:00:00,688109.SH,500.0,36.6547
2021-10-22 00:00:00,000532.SZ,1700.0,11.3951
2021-10-22 00:00:00,000779.SZ,2500.0,7.982
2021-10-22 00:00:00,002016.SZ,3900.0,5.1253
2021-10-22 00:00:00,002492.SZ,4000.0,4.984
2021-10-22 00:00:00,002827.SZ,2000.0,9.6378
2021-10-22 00:00:00,300225.SZ,1400.0,13.4868
2021-10-22 00:00:00,300315.SZ,5100.0,3.85
2021-10-22 00:00:00,300537.SZ,1100.0,17.7
2021-10-22 00:00:00,300599.SZ,2000.0,9.959
2021-10-22 00:00:00,300621.SZ,2200.0,8.9086
2021-10-22 00:00:00,300637.SZ,2500.0,7.8962
2021-10-22 00:00:00,300675.SZ,1300.0,15.1742
2021-10-22 00:00:00,300856.SZ,2200.0,8.866
2021-10-22 00:00:00,300963.SZ,2900.0,6.8211
2021-10-22 00:00:00,300993.SZ,2300.0,8.6279
2021-10-22 00:00:00,301013.SZ,2300.0,18.4578
2021-10-22 00:00:00,301051.SZ,600.0,32.9011
2021-10-22 00:00:00,600529.SH,700.0,26.5154
2021-10-22 00:00:00,603017.SH,2300.0,8.3665
2021-10-22 00:00:00,603121.SH,2700.0,7.3749
2021-10-22 00:00:00,603266.SH,2000.0,9.7262
2021-10-22 00:00:00,605056.SH,1200.0,15.641
2021-10-22 00:00:00,605289.SH,1500.0,12.962
2021-10-22 00:00:00,605365.SH,1100.0,17.558
2021-10-22 00:00:00,605389.SH,800.0,24.3484
2021-10-22 00:00:00,605500.SH,2600.0,7.5204
2021-10-22 00:00:00,688165.SH,1900.0,10.19
2021-10-22 00:00:00,688338.SH,600.0,32.4417
2021-10-22 00:00:00,688616.SH,2000.0,9.9281
2021-10-22 00:00:00,688619.SH,900.0,20.0577
2021-10-28 00:00:00,301051.SZ,1100.0,37.9251
2021-10-29 00:00:00,300856.SZ,4000.0,10.7787
2021-11-02 00:00:00,600529.SH,1200.0,34.2904
2021-11-11 00:00:00,605289.SH,2600.0,17.9248
2021-11-12 00:00:00,300978.SZ,2300.0,18.7628
2021-11-15 00:00:00,300993.SZ,4200.0,10.5008
2021-11-25 00:00:00,300945.SZ,1800.0,23.0864
2021-11-29 00:00:00,603266.SH,3700.0,11.6522
2021-12-02 00:00:00,603121.SH,4900.0,8.8279
2021-12-07 00:00:00,300675.SZ,2100.0,22.3579
2021-12-16 00:00:00,300315.SZ,9500.0,4.54
2022-01-04 00:00:00,301025.SZ,1900.0,22.3875
2022-01-12 00:00:00,000779.SZ,4600.0,9.4708
2022-01-20 00:00:00,603017.SH,4400.0,9.2366
2022-02-09 00:00:00,002827.SZ,3600.0,12.0044
2022-02-16 00:00:00,000547.SZ,1300.0,14.964
2022-02-16 00:00:00,000966.SZ,3100.0,6.2825
2022-02-16 00:00:00,001202.SZ,1600.0,12.1975
2022-02-16 00:00:00,001211.SZ,900.0,21.2708
2022-02-16 00:00:00,002900.SZ,1300.0,15.3222
2022-02-16 00:00:00,003023.SZ,1100.0,18.0735
2022-02-16 00:00:00,003030.SZ,800.0,23.8098
2022-02-16 00:00:00,300234.SZ,2800.0,7.1015
2022-02-16 00:00:00,300255.SZ,2800.0,7.1351
2022-02-16 00:00:00,300339.SZ,1000.0,19.551
2022-02-16 00:00:00,300461.SZ,1000.0,19.03
2022-02-16 00:00:00,300853.SZ,500.0,33.3909
2022-02-16 00:00:00,300905.SZ,900.0,21.0866
2022-02-16 00:00:00,300906.SZ,600.0,28.6501
2022-02-16 00:00:00,300972.SZ,1300.0,14.4075
2022-02-16 00:00:00,300975.SZ,1800.0,11.042
2022-02-16 00:00:00,300991.SZ,1000.0,18.4541
2022-02-16 00:00:00,301036.SZ,700.0,27.0005
2022-02-16 00:00:00,301077.SZ,1200.0,16.2319
2022-02-16 00:00:00,301082.SZ,1700.0,11.3214
2022-02-16 00:00:00,301083.SZ,1200.0,15.9813
2022-02-16 00:00:00,301180.SZ,700.0,26.4312
2022-02-16 00:00:00,600143.SH,2000.0,9.982
2022-02-16 00:00:00,600234.SH,2100.0,9.31
2022-02-16 00:00:00,600746.SH,1600.0,12.1095
2022-02-16 00:00:00,603615.SH,2400.0,8.3332
2022-02-16 00:00:00,603697.SH,2200.0,8.9067
2022-02-16 00:00:00,605086.SH,1300.0,14.7369
2022-02-16 00:00:00,688110.SH,500.0,36.1754
2022-02-16 00:00:00,688216.SH,400.0,44.7163
2022-02-16 00:00:00,688285.SH,2100.0,9.2313
2022-02-16 00:00:00,688288.SH,600.0,31.9908
2022-02-16 00:00:00,688681.SH,1100.0,17.5788
2022-02-16 00:00:00,688798.SH,100.0,117.4635
2022-02-22 00:00:00,002659.SZ,9300.0,4.74
2022-03-04 00:00:00,002492.SZ,7300.0,6.0303
2022-03-07 00:00:00,001202.SZ,2800.0,15.501
2022-03-22 00:00:00,300972.SZ,2300.0,19.2523
2022-03-30 00:00:00,002016.SZ,6700.0,7.0625
2022-03-31 00:00:00,300621.SZ,3900.0,11.5533
2022-04-25 00:00:00,000908.SZ,9100.0,2.1766
2022-04-25 00:00:00,001212.SZ,1300.0,15.0726
2022-04-25 00:00:00,300036.SZ,1200.0,15.5841
2022-04-25 00:00:00,300228.SZ,3700.0,5.2825
2022-04-25 00:00:00,300537.SZ,2000.0,9.76
2022-04-25 00:00:00,300615.SZ,2300.0,8.4998
2022-04-25 00:00:00,301042.SZ,900.0,21.083
2022-04-25 00:00:00,603218.SH,1300.0,14.9551
2022-04-25 00:00:00,603353.SH,1200.0,15.5901
2022-04-25 00:00:00,603533.SH,1500.0,12.9858
2022-04-25 00:00:00,603789.SH,2700.0,7.33
2022-04-25 00:00:00,605100.SH,2300.0,8.6154
2022-04-25 00:00:00,688103.SH,700.0,27.4681
2022-04-25 00:00:00,688182.SH,1800.0,10.8955
2022-04-25 00:00:00,688255.SH,1100.0,17.4733
2022-04-25 00:00:00,688258.SH,1200.0,16.1454
2022-04-25 00:00:00,688283.SH,1100.0,17.152
2022-04-25 00:00:00,688357.SH,300.0,52.3575
2022-04-25 00:00:00,688395.SH,1100.0,16.6902
2022-04-25 00:00:00,688488.SH,2100.0,9.29
2022-04-25 00:00:00,688670.SH,700.0,25.156
2022-04-25 00:00:00,688788.SH,900.0,20.0123
2022-04-27 00:00:00,002331.SZ,3300.0,5.9872
2022-04-27 00:00:00,300096.SZ,3300.0,5.98
2022-04-27 00:00:00,300827.SZ,1500.0,13.1192
2022-04-27 00:00:00,300834.SZ,700.0,25.8255
2022-04-27 00:00:00,301166.SZ,400.0,46.453
2022-04-27 00:00:00,301179.SZ,1900.0,10.1619
2022-04-27 00:00:00,600218.SH,2600.0,7.4186
2022-04-27 00:00:00,603628.SH,2200.0,8.7081
2022-04-27 00:00:00,605177.SH,1000.0,18.3307
2022-04-27 00:00:00,688171.SH,1400.0,13.8138
2022-04-27 00:00:00,688186.SH,1000.0,19.096
2022-04-27 00:00:00,688246.SH,1000.0,19.42
2022-04-27 00:00:00,688267.SH,1000.0,18.781
2022-04-27 00:00:00,688328.SH,1000.0,18.4209
2022-04-27 00:00:00,688686.SH,200.0,89.0333
2022-04-27 00:00:00,688699.SH,300.0,54.2942
2022-04-27 00:00:00,688787.SH,700.0,27.1061
2022-04-27 00:00:00,689009.SH,600.0,32.9036
2022-05-11 00:00:00,688283.SH,2000.0,21.7205
2022-05-12 00:00:00,688686.SH,300.0,115.4508
2022-05-13 00:00:00,300827.SZ,2700.0,15.6393
2022-05-13 00:00:00,688186.SH,1800.0,22.9153
2022-05-17 00:00:00,301166.SZ,700.0,60.6403
2022-05-17 00:00:00,600628.SH,4700.0,8.9076
2022-05-18 00:00:00,000908.SZ,17100.0,2.4777
2022-05-23 00:00:00,603628.SH,3700.0,13.1011
2022-05-23 00:00:00,688103.SH,1200.0,38.9311
2022-05-31 00:00:00,600218.SH,4700.0,9.1822
2022-06-07 00:00:00,688171.SH,2500.0,17.4581
2022-06-07 00:00:00,688182.SH,3000.0,15.5719
2022-06-07 00:00:00,688699.SH,500.0,70.1637
2022-06-07 00:00:00,688787.SH,1200.0,37.7327
2022-06-10 00:00:00,301179.SZ,3400.0,12.5378
2022-06-13 00:00:00,603533.SH,2700.0,16.4763
2022-07-05 00:00:00,603218.SH,2100.0,22.4505
2022-07-05 00:00:00,688255.SH,2000.0,21.4048
2022-07-05 00:00:00,688267.SH,1800.0,23.5039
2022-07-18 00:00:00,600033.SH,16700.0,2.6612
2022-07-18 00:00:00,688328.SH,1800.0,22.9262
2022-07-18 00:00:00,688488.SH,3600.0,12.9
2022-07-18 00:00:00,688670.SH,1300.0,32.3021
2022-07-21 00:00:00,688246.SH,1700.0,27.46
2022-07-21 00:00:00,688395.SH,2000.0,20.891
2022-07-21 00:00:00,689009.SH,1000.0,47.5128
2022-08-02 00:00:00,300228.SZ,6800.0,6.2902
2022-08-02 00:00:00,300615.SZ,4100.0,10.8771
2022-08-02 00:00:00,301042.SZ,1700.0,24.2876
2022-08-05 00:00:00,002331.SZ,5800.0,7.9098
2022-08-05 00:00:00,688788.SH,1600.0,25.3069
2022-08-08 00:00:00,300036.SZ,2200.0,19.1271
2022-08-19 00:00:00,603789.SH,5000.0,8.67
2022-08-24 00:00:00,603353.SH,2200.0,18.4138
2022-09-23 00:00:00,002313.SZ,3600.0,5.45
2022-09-23 00:00:00,002405.SZ,1600.0,12.45
2022-09-23 00:00:00,002406.SZ,4600.0,4.3028
2022-09-23 00:00:00,002451.SZ,3300.0,5.8939
2022-09-23 00:00:00,002590.SZ,2600.0,7.5157
2022-09-23 00:00:00,003023.SZ,2000.0,21.1052
2022-09-23 00:00:00,300077.SZ,1400.0,14.17
2022-09-23 00:00:00,300429.SZ,2400.0,8.13
2022-09-23 00:00:00,300549.SZ,1600.0,11.9055
2022-09-23 00:00:00,300644.SZ,1400.0,14.0095
2022-09-23 00:00:00,300964.SZ,1100.0,17.7934
2022-09-23 00:00:00,300998.SZ,800.0,23.0199
2022-09-23 00:00:00,301083.SZ,1700.0,11.446
2022-09-23 00:00:00,301085.SZ,700.0,26.7722
2022-09-23 00:00:00,301135.SZ,1000.0,18.4752
2022-09-23 00:00:00,301191.SZ,500.0,36.4072
2022-09-23 00:00:00,301237.SZ,800.0,23.0916
2022-09-23 00:00:00,603703.SH,2100.0,9.4473
2022-09-23 00:00:00,688057.SH,1500.0,12.589
2022-09-23 00:00:00,688332.SH,600.0,32.3418
2022-09-23 00:00:00,688580.SH,600.0,29.3372
2022-09-26 00:00:00,688004.SH,1300.0,14.3274
2022-10-10 00:00:00,601678.SH,4100.0,4.8777
2022-10-10 00:00:00,603679.SH,1800.0,10.6334
2022-10-10 00:00:00,605178.SH,1000.0,19.02
2022-10-10 00:00:00,688230.SH,500.0,36.1596
2022-10-10 00:00:00,688280.SH,2400.0,8.08
2022-10-17 00:00:00,688580.SH,1000.0,41.2595
2022-10-24 00:00:00,603703.SH,3800.0,11.5611
2022-11-07 00:00:00,688230.SH,900.0,43.4595
2022-11-15 00:00:00,605177.SH,1800.0,22.2662
2022-11-15 00:00:00,688357.SH,500.0,70.4202
2022-11-17 00:00:00,301191.SZ,900.0,47.0284
2022-11-18 00:00:00,300096.SZ,6200.0,6.81
2022-11-18 00:00:00,300909.SZ,1200.0,34.0937
2022-11-18 00:00:00,301085.SZ,1300.0,31.0447
2022-11-18 00:00:00,688004.SH,2400.0,17.865
2022-12-06 00:00:00,603679.SH,3300.0,12.9022
2022-12-16 00:00:00,301027.SZ,1300.0,14.9618
2022-12-16 00:00:00,301231.SZ,900.0,21.8515
2022-12-16 00:00:00,301338.SZ,700.0,26.6413
2022-12-19 00:00:00,003030.SZ,1500.0,27.5369
2022-12-26 00:00:00,301296.SZ,1200.0,15.636
2022-12-26 00:00:00,600116.SH,2500.0,7.7566
2022-12-26 00:00:00,603809.SH,3700.0,5.2938
2022-12-26 00:00:00,605080.SH,600.0,31.4028
2023-02-02 00:00:00,300998.SZ,1500.0,27.888
2023-02-03 00:00:00,603809.SH,6700.0,6.4572
2023-02-03 00:00:00,688332.SH,1100.0,39.1893
2023-02-06 00:00:00,301296.SZ,2200.0,18.6884
2023-02-08 00:00:00,300077.SZ,2600.0,16.23
2023-02-08 00:00:00,300964.SZ,2000.0,20.9896
2023-02-10 00:00:00,002590.SZ,4800.0,8.958
2023-02-10 00:00:00,301231.SZ,1600.0,26.9767
2023-02-15 00:00:00,002451.SZ,6100.0,6.989
2023-02-23 00:00:00,300644.SZ,2400.0,18.5511
2023-02-27 00:00:00,605080.SH,1100.0,39.1821
2023-03-09 00:00:00,605178.SH,1800.0,23.78
2023-03-27 00:00:00,002313.SZ,6400.0,6.92
2023-03-29 00:00:00,300549.SZ,3000.0,13.9633
2023-04-06 00:00:00,002405.SZ,2900.0,15.24
2023-05-09 00:00:00,601658.SH,9300.0,4.6021
2023-07-05 00:00:00,688280.SH,4500.0,9.5
2023-07-19 00:00:00,301338.SZ,1200.0,38.2104
2023-10-19 00:00:00,603615.SH,4400.0,9.6673
2024-02-19 00:00:00,001378.SZ,1000.0,18.6168
2024-02-19 00:00:00,301413.SZ,700.0,25.8651
2024-02-19 00:00:00,301555.SZ,700.0,25.1155
2024-02-21 00:00:00,600853.SH,5600.0,3.5577
2024-02-21 00:00:00,603162.SH,3100.0,6.3977
2024-02-23 00:00:00,001238.SZ,1600.0,12.3531
2024-02-23 00:00:00,301157.SZ,600.0,31.4499
2024-02-23 00:00:00,301372.SZ,600.0,33.0
2024-02-23 00:00:00,301459.SZ,600.0,29.2773
2024-02-23 00:00:00,600439.SH,8900.0,2.2393
2024-02-27 00:00:00,603137.SH,1700.0,11.6658
2024-02-28 00:00:00,301413.SZ,1300.0,29.3645
2024-02-29 00:00:00,603065.SH,2000.0,9.9505
2024-03-06 00:00:00,301555.SZ,1200.0,35.4711
2024-03-07 00:00:00,001378.SZ,1900.0,21.6193
2024-03-15 00:00:00,301157.SZ,1100.0,39.5919
2024-03-18 00:00:00,600439.SH,16000.0,2.7966
2024-03-22 00:00:00,301459.SZ,1100.0,33.7151
2024-03-25 00:00:00,300635.SZ,2000.0,9.5373
2024-03-28 00:00:00,600610.SH,3500.0,5.62
2024-04-03 00:00:00,001238.SZ,2900.0,14.8805
2024-04-16 00:00:00,000532.SZ,2100.0,9.4177
2024-04-16 00:00:00,001208.SZ,2900.0,6.8208
2024-04-16 00:00:00,001287.SZ,1100.0,17.9738
2024-04-16 00:00:00,002123.SZ,2700.0,7.21
2024-04-16 00:00:00,002370.SZ,6800.0,2.9
2024-04-16 00:00:00,002527.SZ,2900.0,6.81
2024-04-16 00:00:00,002717.SZ,10800.0,1.84
2024-04-16 00:00:00,300032.SZ,6200.0,3.21
2024-04-16 00:00:00,300168.SZ,3800.0,5.2
2024-04-16 00:00:00,300204.SZ,3600.0,5.45
2024-04-16 00:00:00,300231.SZ,2700.0,7.24
2024-04-16 00:00:00,300238.SZ,2300.0,8.58
2024-04-16 00:00:00,300359.SZ,5200.0,3.83
2024-04-16 00:00:00,300378.SZ,1300.0,14.9116
2024-04-16 00:00:00,300480.SZ,1300.0,14.3223
2024-04-16 00:00:00,300560.SZ,1600.0,11.7987
2024-04-16 00:00:00,301382.SZ,1400.0,13.8022
2024-04-16 00:00:00,301512.SZ,700.0,27.6753
2024-04-16 00:00:00,301558.SZ,2300.0,8.4874
2024-04-16 00:00:00,600405.SH,5300.0,3.76
2024-04-16 00:00:00,600410.SH,4400.0,4.5224
2024-04-16 00:00:00,603135.SH,2100.0,9.2056
2024-04-16 00:00:00,688238.SH,4100.0,4.79
2024-04-16 00:00:00,688244.SH,1200.0,16.1256
2024-04-16 00:00:00,688419.SH,1300.0,14.786
2024-04-16 00:00:00,688512.SH,2200.0,8.73
2024-04-16 00:00:00,688562.SH,1300.0,14.3421
2024-04-16 00:00:00,688581.SH,400.0,43.8031
2024-04-16 00:00:00,688584.SH,1300.0,15.2308
2024-04-19 00:00:00,002713.SZ,6500.0,3.0488
2024-04-19 00:00:00,301213.SZ,900.0,20.5588
2024-04-19 00:00:00,301320.SZ,1400.0,13.364
2024-04-19 00:00:00,301418.SZ,600.0,32.7834
2024-04-19 00:00:00,301515.SZ,1000.0,18.744
2024-04-23 00:00:00,002292.SZ,3200.0,6.17
2024-04-23 00:00:00,002369.SZ,5200.0,3.81
2024-04-23 00:00:00,002569.SZ,4400.0,4.46
2024-04-23 00:00:00,300380.SZ,1300.0,14.4103
2024-04-23 00:00:00,300612.SZ,1500.0,13.18
2024-04-23 00:00:00,300688.SZ,900.0,21.28
2024-04-23 00:00:00,301041.SZ,900.0,20.1906
2024-04-23 00:00:00,301083.SZ,1600.0,12.3287
2024-04-23 00:00:00,301255.SZ,900.0,21.5194
2024-04-23 00:00:00,301338.SZ,1100.0,18.1464
2024-04-23 00:00:00,301408.SZ,1800.0,10.7454
2024-04-23 00:00:00,301419.SZ,1100.0,17.3613
2024-04-23 00:00:00,301448.SZ,1100.0,17.4989
2024-04-23 00:00:00,301509.SZ,500.0,38.8074
2024-04-23 00:00:00,688433.SH,800.0,23.2372
2024-04-24 00:00:00,301213.SZ,1600.0,25.6896
2024-04-25 00:00:00,688581.SH,700.0,52.7215
2024-04-29 00:00:00,688419.SH,2300.0,19.3254
2024-04-30 00:00:00,000518.SZ,8700.0,2.29
2024-04-30 00:00:00,000532.SZ,3700.0,12.0398
2024-04-30 00:00:00,000892.SZ,6600.0,3.0
2024-04-30 00:00:00,002256.SZ,9800.0,2.03
2024-04-30 00:00:00,002355.SZ,4400.0,4.46
2024-04-30 00:00:00,002725.SZ,2000.0,9.5576
2024-04-30 00:00:00,300380.SZ,2400.0,17.2287
2024-04-30 00:00:00,600067.SH,10700.0,1.859
2024-04-30 00:00:00,600152.SH,3500.0,5.57
2024-04-30 00:00:00,600159.SH,7600.0,2.61
2024-04-30 00:00:00,600579.SH,3200.0,6.12
2024-04-30 00:00:00,603231.SH,1100.0,17.4752
2024-04-30 00:00:00,603335.SH,4200.0,4.7
2024-04-30 00:00:00,603399.SH,2700.0,7.37
2024-04-30 00:00:00,688217.SH,700.0,25.6963
2024-04-30 00:00:00,688238.SH,7300.0,6.17
2024-04-30 00:00:00,688244.SH,2100.0,20.701
2024-04-30 00:00:00,688458.SH,600.0,29.0474
2024-05-06 00:00:00,300204.SZ,6500.0,6.89
2024-05-07 00:00:00,300238.SZ,4100.0,10.67
2024-05-08 00:00:00,301382.SZ,2600.0,16.034
2024-05-10 00:00:00,000518.SZ,15800.0,2.8
2024-05-10 00:00:00,000716.SZ,4400.0,4.5405
2024-05-10 00:00:00,002474.SZ,4000.0,5.0
2024-05-10 00:00:00,002685.SZ,6800.0,2.9
2024-05-10 00:00:00,300094.SZ,5900.0,3.37
2024-05-10 00:00:00,300483.SZ,2200.0,9.05
2024-05-10 00:00:00,301378.SZ,800.0,22.9645
2024-05-10 00:00:00,301396.SZ,2000.0,9.7693
2024-05-10 00:00:00,301499.SZ,800.0,23.0198
2024-05-10 00:00:00,301533.SZ,600.0,28.8055
2024-05-10 00:00:00,301568.SZ,600.0,31.248
2024-05-10 00:00:00,301591.SZ,600.0,29.2711
2024-05-10 00:00:00,600302.SH,4600.0,4.32
2024-05-10 00:00:00,600889.SH,4200.0,4.7
2024-05-10 00:00:00,603021.SH,5700.0,3.47
2024-05-10 00:00:00,605080.SH,1000.0,18.5575
2024-05-10 00:00:00,688229.SH,700.0,27.4
2024-05-13 00:00:00,002569.SZ,7900.0,5.68
2024-05-13 00:00:00,603231.SH,2000.0,20.411
2024-05-15 00:00:00,301448.SZ,2000.0,20.925
2024-05-15 00:00:00,301558.SZ,4200.0,10.45
2024-05-15 00:00:00,600889.SH,7300.0,6.26
2024-05-17 00:00:00,001373.SZ,600.0,29.4139
2024-05-17 00:00:00,002055.SZ,3000.0,6.61
2024-05-17 00:00:00,002134.SZ,2400.0,8.03
2024-05-17 00:00:00,300237.SZ,14200.0,1.4
2024-05-17 00:00:00,300686.SZ,2600.0,7.5
2024-05-17 00:00:00,301251.SZ,1000.0,19.4384
2024-05-17 00:00:00,301566.SZ,1200.0,16.5251
2024-05-17 00:00:00,600375.SH,4400.0,4.4732
2024-05-17 00:00:00,603042.SH,2100.0,9.4084
2024-05-17 00:00:00,688004.SH,1500.0,12.7536
2024-05-17 00:00:00,688653.SH,1900.0,10.52
2024-05-20 00:00:00,301591.SZ,1100.0,34.6699
2024-05-21 00:00:00,300032.SZ,11000.0,4.09
2024-05-21 00:00:00,300480.SZ,2400.0,17.451
2024-05-21 00:00:00,300688.SZ,1600.0,25.95
2024-05-21 00:00:00,301338.SZ,2000.0,22.2072
2024-05-23 00:00:00,300359.SZ,9600.0,4.51
2024-05-23 00:00:00,301041.SZ,1700.0,24.3001
2024-05-27 00:00:00,000590.SZ,2700.0,7.35
2024-05-27 00:00:00,002199.SZ,3500.0,5.57
2024-05-27 00:00:00,002778.SZ,1800.0,10.71
2024-05-27 00:00:00,003043.SZ,700.0,26.1087
2024-05-27 00:00:00,300042.SZ,800.0,22.6242
2024-05-27 00:00:00,300302.SZ,2000.0,9.9
2024-05-27 00:00:00,300417.SZ,2600.0,7.56
2024-05-27 00:00:00,301528.SZ,600.0,31.3893
2024-05-27 00:00:00,603305.SH,1600.0,12.0704
2024-05-27 00:00:00,603306.SH,900.0,20.1002
2024-05-27 00:00:00,603429.SH,4200.0,4.7184
2024-05-27 00:00:00,688693.SH,800.0,22.8099
2024-05-28 00:00:00,301418.SZ,1000.0,41.0892
2024-05-30 00:00:00,002658.SZ,3500.0,5.6227
2024-05-30 00:00:00,300486.SZ,3500.0,5.7072
2024-05-30 00:00:00,300780.SZ,1400.0,14.26
2024-05-30 00:00:00,301007.SZ,1600.0,12.4548
2024-05-30 00:00:00,301169.SZ,600.0,28.7
2024-05-30 00:00:00,600753.SH,3000.0,6.52
2024-05-30 00:00:00,601033.SH,1400.0,14.0873
2024-05-30 00:00:00,603895.SH,1100.0,17.99
2024-05-30 00:00:00,688039.SH,800.0,24.9
2024-05-30 00:00:00,688162.SH,900.0,21.79
2024-05-30 00:00:00,688339.SH,800.0,24.5803
2024-05-30 00:00:00,688683.SH,1100.0,17.0855
